best_lambda,cv_accuracy,cv_log_loss,train_accuracy,train_log_loss,test_accuracy,test_log_loss
1e-05,0.7227061556329849,0.552915788275451,0.7469879518072289,0.5202587892234695,0.7872340425531915,0.4420016071199874
