lambda,fold,mse
3.856620421163472,8,222.9003262244028
3.856620421163472,9,136.62223892789353
3.856620421163472,10,122.69710395319134
6.723357536499335,1,150.00673902816305
6.723357536499335,2,302.64475498309776
6.723357536499335,3,238.94353387277357
6.723357536499335,4,131.76995365904295
6.723357536499335,5,236.42929696149432
6.723357536499335,6,123.95718082982187
6.723357536499335,7,158.6040475702047
6.723357536499335,8,222.5597220245937
6.723357536499335,9,136.4033195761093
6.723357536499335,10,122.59722662106275
11.721022975334817,1,150.00183772609967
11.721022975334817,2,302.7749678361616
11.721022975334817,3,238.57712061146307
11.721022975334817,4,131.6372296017857
11.721022975334817,5,236.39002138136073
11.721022975334817,6,123.77028160143206
11.721022975334817,7,158.7377621418498
11.721022975334817,8,222.04058449011072
11.721022975334817,9,136.05250981141526
11.721022975334817,10,122.43107307280738
20.43359717856944,1,149.99636298422246
20.43359717856944,2,303.022056406019
20.43359717856944,3,238.0403675688843
20.43359717856944,4,131.42618406851568
20.43359717856944,5,236.3307567463618
20.43359717856944,6,123.48588698918222
20.43359717856944,7,158.94450683122707
20.43359717856944,8,221.31853329178801
20.43359717856944,9,135.52163065955975
20.43359717856944,10,122.16096176616146
35.622478902624444,1,149.99557845987857
35.622478902624444,2,303.47780004708574
35.622478902624444,3,237.33882910946443
35.622478902624444,4,131.11156873250025
35.622478902624444,5,236.2557112476955
35.622478902624444,6,123.09952703196228
35.622478902624444,7,159.2417872020012
35.622478902624444,8,220.45621749122952
35.622478902624444,9,134.79018505327522
35.622478902624444,10,121.73333980235289
62.10169418915616,1,150.0184356026665
62.10169418915616,2,304.26987066399755
62.10169418915616,3,236.58615180674934
62.10169418915616,4,130.69137530101995
62.10169418915616,5,236.203652656441
62.10169418915616,6,122.68565068566348
62.10169418915616,7,159.62646054162022
62.10169418915616,8,219.67895887256066
62.10169418915616,9,133.9304436432323
62.10169418915616,10,121.07472034516624
108.2636733874054,1,150.12104059641905
108.2636733874054,2,305.5396179521937
108.2636733874054,3,236.0764976458704
108.2636733874054,4,130.23323163875904
108.2636733874054,5,236.29992584100444
108.2636733874054,6,122.48622970604646
108.2636733874054,7,160.05942251231303
108.2636733874054,8,219.40443079790424
108.2636733874054,9,133.19667455744693
108.2636733874054,10,120.09784627960669
188.73918221350996,1,150.44483501271125
188.73918221350996,2,307.4121258427398
188.73918221350996,3,236.3201609818683
188.73918221350996,4,129.942508132863
188.73918221350996,5,236.82335460949952
188.73918221350996,6,122.96892078202255
188.73918221350996,7,160.48861802582346
188.73918221350996,8,220.19662624647344
188.73918221350996,9,133.08463471972166
188.73918221350996,10,118.76490250067154
329.0344562312671,1,151.28063525401802
329.0344562312671,2,309.99597024465015
329.0344562312671,3,237.98666231888785
329.0344562312671,4,130.2261210708486
329.0344562312671,5,238.22840224586764
329.0344562312671,6,124.75434820842477
329.0344562312671,7,160.9610531064801
329.0344562312671,8,222.68446674404638
329.0344562312671,9,134.28031361048903
329.0344562312671,10,117.26314358827133
573.6152510448682,1,153.04991849806927
573.6152510448682,2,313.3886855067548
573.6152510448682,3,241.6641110571774
573.6152510448682,4,131.64673091211355
573.6152510448682,5,241.0072053525485
573.6152510448682,6,128.36334671537082
573.6152510448682,7,161.75730145229718
573.6152510448682,8,227.3771302395508
573.6152510448682,9,137.42379433250105
573.6152510448682,10,116.16682982886608
1000.0,1,156.0308029699597
1000.0,2,317.55188692617565
1000.0,3,247.39455108008323
1000.0,4,134.58318504202722
1000.0,5,245.31518644595778
1000.0,6,133.81757137395294
1000.0,7,163.2703709427099
1000.0,8,234.22737138473357
1000.0,9,142.65819524195285
1000.0,10,116.20159070725748
