lambda,fold,mse
1.2689610031679235,3,2.794971129778701
1.2689610031679235,4,3.341689788146381
1.2689610031679235,5,3.275318058663851
1.2689610031679235,6,2.092684671669879
1.2689610031679235,7,2.377739689087236
1.2689610031679235,8,2.896883779613809
1.2689610031679235,9,3.9937275758033084
1.2689610031679235,10,2.8729650361359775
2.21221629107045,1,5.839426943872132
2.21221629107045,2,7.052020060801799
2.21221629107045,3,2.79536960629534
2.21221629107045,4,3.3413731192312817
2.21221629107045,5,3.273342688740106
2.21221629107045,6,2.0918523473805006
2.21221629107045,7,2.3776975553558377
2.21221629107045,8,2.8974477400197056
2.21221629107045,9,3.9925816945504256
2.21221629107045,10,2.8739972497068123
3.856620421163472,1,5.843163381174563
3.856620421163472,2,7.037233223709887
3.856620421163472,3,2.796056953450823
3.856620421163472,4,3.3408839558221097
3.856620421163472,5,3.270054105648092
3.856620421163472,6,2.0904758505864556
3.856620421163472,7,2.377583612343467
3.856620421163472,8,2.898419329357155
3.856620421163472,9,3.9907454338570547
3.856620421163472,10,2.875814576935809
6.723357536499335,1,5.849363635306428
6.723357536499335,2,7.013540432126272
6.723357536499335,3,2.7972319366700398
6.723357536499335,4,3.34020391528635
6.723357536499335,5,3.264751284160602
6.723357536499335,6,2.0882834662231287
6.723357536499335,7,2.377271458029349
6.723357536499335,8,2.9000779017439595
6.723357536499335,9,3.9879928122287227
6.723357536499335,10,2.879028357816879
11.721022975334817,1,5.859325597381202
11.721022975334817,2,6.977412768585134
11.721022975334817,3,2.7992070836850518
11.721022975334817,4,3.339461514801933
11.721022975334817,5,3.2566306276387915
11.721022975334817,6,2.0850054429976392
11.721022975334817,7,2.376428088331727
11.721022975334817,8,2.902864752193513
11.721022975334817,9,3.9843675752139394
11.721022975334817,10,2.8847323702874528
20.43359717856944,1,5.874573897514822
20.43359717856944,2,6.925842486702647
20.43359717856944,3,2.802431839855042
20.43359717856944,4,3.3391890832151754
20.43359717856944,5,3.245154777042285
20.43359717856944,6,2.0805967474298472
20.43359717856944,7,2.3742522037345073
20.43359717856944,8,2.907432460160399
20.43359717856944,9,3.9808360361139816
20.43359717856944,10,2.8948447710783833
35.622478902624444,1,5.896446321036727
35.622478902624444,2,6.857382949710618
35.622478902624444,3,2.8074783940856456
35.622478902624444,4,3.3407285731661167
35.622478902624444,5,3.230790243488625
35.622478902624444,6,2.0756767555786833
35.622478902624444,7,2.3691080875406274
35.622478902624444,8,2.9146959305876288
35.622478902624444,9,3.9804113367699907
35.622478902624444,10,2.9125653843779507
62.10169418915616,1,5.925724845594962
62.10169418915616,2,6.771732329800203
62.10169418915616,3,2.815078381982112
62.10169418915616,4,3.346627089630713
62.10169418915616,5,3.21595655660866
62.10169418915616,6,2.0721095941093406
62.10169418915616,7,2.358528043360315
62.10169418915616,8,2.9260854880763825
62.10169418915616,9,3.9892536488318897
62.10169418915616,10,2.942841044403865
108.2636733874054,1,5.96341347323538
108.2636733874054,2,6.668693298809317
108.2636733874054,3,2.826651060542132
108.2636733874054,4,3.360856930948648
108.2636733874054,5,3.205981766253
108.2636733874054,6,2.073559546060316
108.2636733874054,7,2.3407383292785897
108.2636733874054,8,2.9446446237674713
108.2636733874054,9,4.016663699290883
108.2636733874054,10,2.9927580238984453
188.73918221350996,1,6.0134415580692275
188.73918221350996,2,6.551224522813747
188.73918221350996,3,2.8457828967442773
188.73918221350996,4,3.389050590383094
188.73918221350996,5,3.21009365295971
188.73918221350996,6,2.0859832192535666
188.73918221350996,7,2.3182245661498797
188.73918221350996,8,2.977332459496585
188.73918221350996,9,4.07360277401883
188.73918221350996,10,3.0717624236896315
329.0344562312671,1,6.085100875371789
329.0344562312671,2,6.432271111283613
329.0344562312671,3,2.879650584198457
329.0344562312671,4,3.438662086030095
329.0344562312671,5,3.2411366067400444
329.0344562312671,6,2.1176962333591756
329.0344562312671,7,2.3006200609218475
329.0344562312671,8,3.036351365647219
329.0344562312671,9,4.17052296396472
329.0344562312671,10,3.1905909813402773
573.6152510448682,1,6.190047005856283
573.6152510448682,2,6.3349180369409295
573.6152510448682,3,2.937540682348667
573.6152510448682,4,3.5173899018885053
573.6152510448682,5,3.3107512731087794
573.6152510448682,6,2.177510646903153
573.6152510448682,7,2.3022781051226144
573.6152510448682,8,3.1349198041625934
573.6152510448682,9,4.31395475538035
573.6152510448682,10,3.356420108284723
1000.0,1,6.331737652166801
1000.0,2,6.279758984876297
1000.0,3,3.0245128373365975
1000.0,4,3.62754470540826
1000.0,5,3.4202225217092086
1000.0,6,2.2690523069005506
1000.0,7,2.3337083219063266
1000.0,8,3.2764308624955754
1000.0,9,4.4998560001126195
1000.0,10,3.563860836764989
